Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Full_Part_Time_Empl_Ind,Perm_Temp_Empl_Ind,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau Data - Monthly_Other_Co_Repayments,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Total # Public Info. (Court + bankruptcies),Total value Public Info. (Court + bankruptcies),Time since most recent Public Info.  mnths,Total_value__CAIS_8_9s,Worst_status_L6m,Worst_CUrrent_Status,__of_status_3_s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total outstanding balance (excl. mortgages),Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
174,752,F,60,2500,36.9,UnSecured,19,3,46,H,Y,1,S,F,15,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,126,"442,000.00",334800,367310,2101,0,D,33,358,0,0,99,145,2,0,0,1,4,N,0,105,8,N,99,,0,,,,0,0,0
175,746,F,37,1500,36.9,UnSecured,37,6,27,T,Y,0,M,M,33,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,66,"120,000.00",0,255,0,5,D,41,0,0,0,99,7,0,0,0,5,0,N,0,3,2,N,99,1st Cust-LASU/ 2nd C      ,1,752,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
177,809,D,36,6000,24.9,UnSecured,10,2,38,H,Y,0,S,M,50,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"350,000.00",230019,526089,2816,5,D,28,498,0,0,99,0,1,0,0,4,1,N,0,293,9,N,99,,0,,,,0,0,0
178,902,A,60,5000,11.9,UnSecured,44,8,65,H,Y,0,D,M,83,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,203,"145,000.00",100564,129249,1104,0,D,50,102,0,0,99,0,1,1,0,1,2,N,0,287,8,N,99,,0,,,,0,0,0
180,743,F,36,3000,28.9,UnSecured,58,11,60,T,Y,0,M,M,108,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"120,000.00",0,25676,542,5,D,29,0,0,0,99,0,0,0,0,6,0,N,0,257,9,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
181,903,A,60,6250,11.9,UnSecured,31,5,5,H,Y,0,S,F,54,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,156,"106,000.00",108956,114529,603,0,D,38,110,0,0,99,0,0,0,0,3,0,N,0,56,4,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
186,777,E,60,4000,27.9,UnSecured,37,6,58,H,Y,0,S,F,92,G,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,30,"70,000.00",39944,44198,270,5,D,37,41,0,0,99,0,1,1,0,1,1,N,0,43,9,N,99,Single                    ,1,718,LASCI,Single,1,0,0
187,786,E,24,1000,17.9,UnSecured,42,7,120,H,Y,2,S,M,24,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,168,"75,000.00",56098,61395,565,5,D,48,58,0,0,99,0,3,3,1,4,10,N,0,53,7,N,99,LASU                      ,1,750,LASU,Single,1,0,0
190,1003,X,60,12500,7.4,UnSecured,22,4,144,H,Y,3,S,M,229,S,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,325,"144,000.00",114218,122518,899,0,D,37,116,0,0,99,0,0,0,0,0,12,N,0,83,5,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
192,979,X,60,9000,7.9,UnSecured,22,4,180,H,Y,1,M,M,45,S,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,243,"130,000.00",52308,60200,418,0,D,38,54,1,3,57,0,0,0,0,4,2,N,1,79,2,N,57,Single                    ,1,718,LASCI,Single,1,0,0
194,845,B,24,2000,31.9,UnSecured,23,4,48,H,N,0,S,F,94,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,252,"130,000.00",90637,98009,607,0,D,38,92,0,0,99,0,3,3,2,1,4,N,0,74,5,N,99,,0,,,,0,0,0
197,897,A,60,8500,10.9,UnSecured,7,1,37,H,Y,2,M,M,120,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,196,"150,000.00",45542,58483,359,4,D,32,47,0,0,99,0,1,1,0,3,3,N,0,130,4,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
201,766,E,60,4000,29.9,UnSecured,27,4,2,T,N,0,S,M,102,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,228,"120,000.00",0,6037,100,5,D,40,0,0,0,99,0,0,0,0,3,0,N,0,61,4,N,99,Single                    ,1,715,LASU,Single,1,0,0
202,835,C,60,5000,21.9,UnSecured,55,10,2,T,Y,0,D,F,120,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"120,000.00",0,25522,320,5,D,56,0,0,0,99,0,0,0,0,3,0,N,0,256,3,N,99,,0,,,,0,0,0
204,777,E,24,1000,37.9,UnSecured,31,5,22,H,Y,0,S,M,73,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,46,"160,000.00",96000,70830,283,0,D,32,62,0,0,99,180,0,0,0,3,0,N,0,106,6,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
207,978,X,36,5000,11.9,UnSecured,46,8,228,H,Y,2,M,F,84,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"180,000.00",111204,136806,1935,5,D,44,113,0,0,99,0,0,0,0,3,9,N,0,257,9,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
208,947,X,36,5000,8.9,UnSecured,12,2,10,H,Y,0,M,F,20,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,396,"190,000.00",46864,47168,586,0,D,60,48,0,0,99,0,0,0,0,4,1,N,0,4,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
212,830,C,60,7500,16.9,UnSecured,12,2,132,H,Y,0,M,M,205,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,50,"180,000.00",139000,188002,1418,4,D,46,180,0,0,99,0,1,0,0,5,4,N,0,95,8,N,99,,0,,,,0,0,0
215,813,C,48,3000,26.9,UnSecured,37,6,84,T,N,0,D,M,48,D,F,P,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,175,"120,000.00",0,2358,0,0,D,58,0,0,0,99,0,0,2,0,2,4,N,0,24,3,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
216,894,A,36,5000,11.9,UnSecured,17,3,247,H,Y,0,M,M,90,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"325,000.00",201376,212581,3104,5,D,60,203,0,0,99,0,2,2,0,3,18,N,0,113,9,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
220,861,B,60,5700,12.9,UnSecured,46,8,444,T,Y,0,M,M,419,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,191,"120,000.00",0,17224,0,0,D,61,0,0,0,99,0,3,3,1,0,0,N,0,173,3,N,99,Single                    ,1,717,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
224,940,A,60,10000,8.1,UnSecured,16,3,46,H,Y,1,S,F,268,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,280,"190,000.00",45765,65082,392,4,D,41,47,0,0,99,0,0,0,0,5,3,N,0,194,9,N,99,,0,,,,0,0,0
227,653,S,36,1500,44.9,UnSecured,54,10,4,T,Y,2,S,M,4,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"120,000.00",0,109,0,5,D,35,0,1,10,12,27,0,0,0,7,0,N,1,2,1,N,12,,0,,,,0,0,0
234,783,E,36,1500,29.9,UnSecured,14,2,61,H,Y,3,M,M,209,M,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,199,"135,000.00",93257,123797,944,5,D,41,125,3,15,43,7,1,0,0,9,4,N,3,7,6,N,43,,0,,,,0,0,0
239,592,S,37,2250,30.9,UnSecured,40,6,9,T,Y,1,S,M,84,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,96,"120,000.00",0,23467,407,0,D,24,0,0,0,99,1,0,0,0,5,1,N,0,235,9,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
240,955,X,60,6000,8.9,UnSecured,13,2,100,H,Y,0,D,F,40,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,300,"80,000.00",0,15090,416,5,D,60,0,0,0,99,11,1,0,0,1,5,N,0,151,4,N,99,Single                    ,1,718,LASCI,Single,1,0,0
245,825,C,49,3000,24.9,UnSecured,44,8,362,H,Y,0,M,M,180,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,336,"100,000.00",78552,125019,1078,4,D,60,80,0,0,99,0,2,0,0,8,28,N,0,465,9,N,99,Single                    ,1,718,LASCI,Single,1,0,0
246,804,D,60,5000,18.9,UnSecured,43,7,219,T,Y,0,D,F,249,G,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,105,"120,000.00",0,13596,259,0,D,37,0,0,0,99,17,0,0,0,1,5,N,0,136,7,N,99,Single                    ,1,715,LASU,Single,1,0,0
247,789,D,60,8000,19.9,UnSecured,18,3,114,H,Y,1,D,F,150,G,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,313,"149,000.00",111500,96112,581,0,D,48,88,0,0,99,2,4,0,1,5,9,N,0,93,7,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
252,740,F,60,4000,30.9,UnSecured,21,4,5,T,Y,0,M,F,18,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"120,000.00",0,10520,239,0,D,24,0,0,0,99,56,0,0,0,1,0,N,0,106,6,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
257,842,B,24,2000,26.9,UnSecured,13,2,84,H,Y,0,S,M,54,G,F,P,4,TRUE,FALSE,FALSE,TRUE ,FALSE,TRUE,FALSE ,120,"115,000.00",80215,81044,509,5,D,30,82,0,0,99,0,0,0,0,1,6,N,0,9,5,N,99,,0,,,,0,0,0
262,890,A,60,7000,17.9,UnSecured,50,10,35,T,Y,0,D,M,223,D,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,165,"120,000.00",0,6939,110,0,S,60,0,0,0,99,0,0,0,0,1,3,N,0,70,3,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
268,876,A,60,6000,17.9,UnSecured,21,4,36,H,Y,0,D,F,60,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,"130,000.00",44153,46389,294,5,D,47,46,0,0,99,1,2,2,0,1,3,N,0,23,5,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
271,978,X,60,10000,6.9,UnSecured,16,3,192,H,Y,2,M,M,156,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,420,"190,000.00",66000,54707,457,0,D,45,25,0,0,99,0,0,0,0,0,1,N,0,312,9,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
274,800,D,12,1000,27.9,UnSecured,46,8,54,H,Y,1,M,M,140,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"195,000.00",65813,85478,839,0,D,57,79,0,0,99,0,2,0,0,1,3,N,0,79,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
277,865,B,60,5000,14.9,UnSecured,47,8,36,H,Y,1,M,F,24,G,F,P,5,FALS,FALSE,FALSE,FALSE,FALSE,FALS,TRUE  ,0,"125,000.00",113434,116193,741,5,C,30,115,0,0,99,0,1,0,0,3,0,N,0,28,9,N,99,LASU                      ,1,750,LASU,Single,1,0,0
282,826,C,36,2200,23.9,UnSecured,16,3,35,H,Y,0,D,M,132,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,288,"165,000.00",99631,105393,858,0,D,43,101,0,0,99,0,2,2,0,1,0,N,0,58,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
284,901,A,60,5000,12.9,UnSecured,41,7,48,T,Y,0,D,F,48,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,60,"120,000.00",0,17934,147,0,D,53,0,0,0,99,0,1,0,0,2,4,N,0,180,7,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
287,802,D,18,1000,30.9,UnSecured,39,6,12,T,Y,4,S,F,2,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,48,"120,000.00",0,0,0,5,D,36,0,0,0,99,10,0,0,0,1,4,N,0,1,2,N,99,Joint                     ,1,721,1st Cust - LASU / 2nd Cust - LASCI,Joint,0,1,0
289,1035,X,60,8000,7.9,UnSecured,46,8,256,H,Y,0,M,M,126,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,196,"100,000.00",69245,97574,1047,0,D,54,71,0,0,99,3,0,0,0,1,28,N,0,284,9,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
293,734,O,36,1000,44.9,UnSecured,23,4,192,H,Y,0,D,F,5,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,"120,000.00",45830,46896,332,0,D,52,47,0,0,99,384,3,2,1,2,0,N,0,11,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
294,893,A,60,7500,11.4,UnSecured,23,4,54,H,Y,3,D,M,24,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,192,"142,000.00",95302,125503,987,5,D,36,97,0,0,99,12,0,0,0,4,4,N,0,303,8,N,99,,0,,,,0,0,0
295,971,X,60,7000,9.9,UnSecured,46,8,312,T,Y,0,D,F,207,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"120,000.00",0,23557,549,0,D,57,0,0,0,99,0,0,0,0,1,15,N,0,236,6,N,99,Single                    ,1,715,LASU,Single,1,0,0
301,757,F,30,2000,44.9,UnSecured,40,6,288,T,Y,1,M,M,12,G,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,"120,000.00",0,102,39,5,D,52,0,0,0,99,219,0,0,0,1,5,N,0,2,1,N,99,Single                    ,1,718,LASCI,Single,1,0,0
303,902,A,60,8000,9.9,UnSecured,43,7,1,H,Y,3,M,M,42,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,"93,000.00",105000,2693,5,5,D,42,0,0,0,99,30,2,1,0,3,0,N,0,27,6,N,99,LASU                      ,1,750,LASU,Single,1,0,0
308,973,X,48,6000,11.9,UnSecured,45,8,384,H,Y,1,M,M,60,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"233,000.00",112950,112950,493,5,D,68,114,1,117,47,10,0,0,0,1,25,N,0,0,1,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
311,851,B,60,7000,20.9,UnSecured,23,4,34,H,Y,1,M,F,48,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"160,000.00",81690,86149,542,5,D,43,83,0,0,99,2,0,0,0,3,2,N,0,45,6,N,99,LASU                      ,1,750,LASU,Single,1,0,0
312,971,X,60,7650,8.9,UnSecured,15,3,108,T,Y,0,D,M,226,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,274,"120,000.00",0,188,0,0,D,55,0,0,0,99,0,0,0,0,2,9,N,0,2,4,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
315,847,B,60,2000,23.9,UnSecured,16,3,237,H,Y,0,M,M,309,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,326,"225,000.00",146413,170348,891,4,D,59,148,0,0,99,0,2,0,0,2,16,N,0,240,9,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
317,988,X,36,2000,19.9,UnSecured,22,4,204,H,Y,0,M,F,204,D,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"140,000.00",40000,75115,908,5,D,52,72,0,0,99,0,0,0,0,1,16,N,0,48,7,N,99,,0,,,,0,0,0
319,855,B,60,5000,14.9,UnSecured,0,1,4,H,N,0,S,M,46,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,42,"180,000.00",180000,8515,337,0,D,30,0,0,0,99,0,0,0,0,4,0,N,0,86,7,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
320,779,E,48,2000,40.9,UnSecured,47,8,168,T,Y,1,M,M,9,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"120,000.00",0,1274,0,0,D,43,0,0,0,99,7,4,4,3,2,0,N,0,13,6,N,99,,0,,,,0,0,0
321,795,D,48,6000,26.9,UnSecured,30,5,3,T,Y,0,S,M,43,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,76,"120,000.00",0,7421,0,0,D,29,0,0,0,99,0,1,1,0,4,0,N,0,75,7,N,99,,0,,,,0,0,0
326,896,A,60,5000,12,UnSecured,23,4,3,H,Y,2,M,M,46,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,156,"200,000.00",106196,107488,695,5,D,35,108,0,0,99,0,0,0,0,3,0,N,0,13,8,N,99,Life & Critical Illn      ,1,748,LIFE & CRITICAL ILLNESS,LCI,0,0,1
327,968,X,60,5000,9.9,UnSecured,42,7,280,T,Y,0,M,M,353,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,197,"120,000.00",0,10717,131,0,D,53,0,0,0,99,0,0,0,0,1,21,N,0,108,5,N,99,Single                    ,1,717,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
328,880,A,36,1000,20.9,UnSecured,11,2,84,H,Y,0,S,F,18,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,"126,000.00",69666,78029,593,0,D,37,71,0,0,99,0,1,1,0,1,5,N,0,84,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
329,750,F,36,3000,40.9,UnSecured,42,7,264,L,Y,0,S,M,38,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"120,000.00",0,355,0,0,D,32,0,0,0,99,12,0,0,0,3,0,N,0,4,2,N,99,Single                    ,1,715,LASU,Single,1,0,0
330,791,D,60,5000,21.9,UnSecured,47,8,84,H,Y,0,D,F,98,S,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,12,"94,000.00",42717,53200,769,0,D,62,44,0,0,99,0,1,1,0,1,2,N,0,105,7,N,99,Single                    ,1,720,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
334,900,A,60,8000,8.9,UnSecured,46,8,7,H,Y,3,M,M,63,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,46,"179,000.00",113197,115753,601,0,D,37,115,0,0,99,0,0,0,0,1,0,N,0,26,3,N,99,,0,,,,0,0,0
335,936,A,36,1250,22.9,UnSecured,22,4,480,H,Y,0,M,M,48,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"160,000.00",39129,39542,721,5,D,63,41,0,0,99,0,1,0,0,3,17,N,0,5,3,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
338,881,A,48,2000,22.9,UnSecured,46,8,144,H,N,2,D,M,201,P,F,P,4,TRUE,TRUE ,FALSE,FALSE,FALSE,FALS,FALSE ,144,"132,000.00",61000,85243,545,5,D,41,80,0,0,99,0,1,1,0,4,9,N,0,70,8,N,99,,0,,,,0,0,0
340,887,A,22,1000,22.9,UnSecured,43,7,74,H,Y,1,W,F,69,G,F,P,4,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,153,"190,000.00",66546,72515,492,0,D,47,68,0,0,99,12,0,0,0,2,2,N,0,60,3,N,99,Single                    ,1,718,LASCI,Single,1,0,0
341,966,X,60,5000,17.9,UnSecured,11,2,168,H,Y,1,D,F,168,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"60,000.00",0,72989,389,5,D,36,63,0,0,99,0,3,1,1,3,13,N,0,119,9,N,99,Life & Critical Illn      ,1,748,LIFE & CRITICAL ILLNESS,LCI,0,0,1
345,972,X,60,15000,7.4,UnSecured,21,4,408,H,Y,0,M,M,96,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"52,000.00",117000,23603,643,0,D,70,0,0,0,99,0,0,0,0,1,25,N,0,237,5,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
350,877,A,60,5000,14.4,UnSecured,23,4,24,H,Y,3,S,F,71,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,131,"108,000.00",101184,105151,673,0,D,24,103,0,0,99,0,1,0,0,3,2,N,0,40,8,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
353,828,C,60,7000,19.9,UnSecured,43,7,214,T,Y,1,S,F,82,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,"120,000.00",0,18989,299,0,D,49,0,0,0,99,2,1,1,0,4,17,N,0,190,7,N,99,Single                    ,1,715,LASU,Single,1,0,0
354,1072,X,60,13000,7.4,UnSecured,43,7,71,H,Y,2,M,M,419,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,275,"75,000.00",24846,35385,171,0,D,53,26,0,0,99,0,1,0,0,1,6,N,0,106,9,N,99,,0,,,,0,0,0
356,803,D,24,2500,26.9,UnSecured,42,7,12,H,Y,0,M,F,120,D,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,84,"80,000.00",0,4230,84,5,D,46,0,0,0,99,0,0,0,0,2,1,N,0,43,3,N,99,,0,,,,0,0,0
361,991,X,36,5000,8.9,UnSecured,58,11,12,H,Y,2,M,M,181,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,225,"350,000.00",203907,216005,1206,5,D,40,205,0,0,99,0,1,1,0,1,1,N,0,121,9,N,99,,0,,,,0,0,0
363,1006,X,60,6500,8.9,UnSecured,44,8,360,H,Y,0,M,M,420,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,480,"90,000.00",15374,17584,121,0,D,57,17,0,0,99,0,2,0,0,1,25,N,0,23,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
366,850,B,60,3500,36.9,UnSecured,18,3,72,L,Y,0,S,M,42,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,"120,000.00",0,10330,226,5,D,29,0,0,0,99,14,3,0,1,3,4,N,0,104,4,N,99,,0,,,,0,0,0
371,953,X,60,13000,7.4,UnSecured,44,8,252,H,Y,3,M,M,102,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,384,"91,000.00",65000,7593,6,4,D,48,0,0,0,99,0,2,1,0,2,12,N,0,76,5,N,99,Joint                     ,1,716,LASU JOINT,Joint,0,1,0
373,946,X,60,5000,9.9,UnSecured,46,8,54,T,Y,1,M,F,75,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,244,"120,000.00",0,14704,151,0,D,48,0,0,0,99,0,0,0,0,4,5,N,0,148,7,N,99,Single                    ,1,715,LASU,Single,1,0,0
377,1050,X,60,10000,7.4,UnSecured,20,3,480,H,Y,0,M,M,48,R,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,540,"180,000.00",0,13992,165,0,D,69,0,0,0,99,0,0,0,0,0,26,N,0,140,9,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
383,978,X,60,12507.13,7.4,UnSecured,55,10,102,H,Y,1,M,F,36,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,"170,000.00",77166,88085,602,4,D,39,79,0,0,99,0,1,0,0,1,8,N,0,110,9,N,99,,0,,,,0,0,0
384,1060,X,60,7500,6.9,UnSecured,11,2,85,H,Y,0,M,F,72,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,600,"260,000.00",19000,21506,200,0,D,63,20,0,0,99,0,0,0,0,3,8,N,0,27,5,N,99,,0,,,,0,0,0
385,1013,X,36,7500,7.9,UnSecured,17,3,10,H,Y,0,M,M,408,S,F,P,4,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,276,"220,000.00",19000,38044,701,0,D,63,22,0,0,99,0,0,0,0,0,0,N,0,178,4,N,99,,0,,,,0,0,0
390,963,X,60,5000,8.9,UnSecured,13,2,108,H,Y,4,M,M,48,S,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,144,"225,000.00",35000,81960,615,4,D,37,71,0,0,99,0,0,0,0,0,8,N,0,121,4,N,99,,0,,,,0,0,0
392,1004,X,60,8000,11.4,UnSecured,13,2,95,H,Y,2,M,M,180,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"180,000.00",141347,170500,1193,5,D,38,144,0,0,99,125,0,0,0,2,7,N,0,281,4,N,99,Life & Critical Illn      ,1,748,LIFE & CRITICAL ILLNESS,LCI,0,0,1
394,855,B,48,4500,24.9,UnSecured,42,7,84,T,Y,0,S,F,96,D,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,"120,000.00",0,3691,0,0,D,43,0,0,0,99,0,0,0,0,1,5,N,0,37,6,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
